"","movieId","title","totalRating","qtdObs","qtdGenres"
"5990",7572,"Wit (2001)",0,0,"one"
"5991",7573,"Never Say Never Again (1983)",0,0,"more"
"5992",7574,"Maborosi (Maboroshi no hikari) (1995)",0,0,"one"
"5993",7577,"Magic Flute, The (Trollflöjten) (1975)",5,2,"more"
"5994",7579,"Pride and Prejudice (1940)",12,3,"more"
"5995",7583,"In This Our Life (1942)",0,0,"one"
"5996",7584,"Woman of the Year (1942)",0,0,"more"
"5997",7585,"Summertime (1955)",0,0,"more"
"5998",7586,"Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)",0,0,"more"
"5999",7587,"Samouraï, Le (Godson, The) (1967)",0,0,"more"
"6000",7613,"White Palace (1990)",11,3,"one"
"6001",7614,"Oklahoma! (1955)",0,0,"more"
"6002",7615,"Desert Hearts (1985)",0,0,"one"
"6003",7616,"Body Double (1984)",0,0,"more"
"6004",7619,"Miracle Worker, The (1962)",0,0,"one"
"6005",7620,"Monster in a Box (1992)",4,1,"more"
"6006",7624,"School Ties (1992)",3,1,"one"
"6007",7625,"Girl (1998)",0,0,"one"
"6008",7627,"Just Write (1997)",0,0,"one"
"6009",7636,"Raising Cain (1992)",4,2,"more"
"6010",7649,"Babylon 5: In the Beginning (1998)",4,1,"more"
"6011",7650,"Witchfinder General (Conquerer Worm, The) (1968)",0,0,"one"
"6012",7669,"Pride and Prejudice (1995)",3.5,1,"more"
"6013",7697,"Prince and the Showgirl, The (1957)",0,0,"more"
"6014",7698,"China Syndrome, The (1979)",0,0,"more"
"6015",7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4,1,"more"
"6016",7701,"Look Who's Talking Too (1990)",0,0,"more"
"6017",7702,"Bells of St. Mary's, The (1945)",3.5,1,"one"
"6018",7705,"Pat and Mike (1952)",0,0,"more"
"6019",7706,"Animal Crackers (1930)",0,0,"more"
"6020",7708,"Bedazzled (1967)",0,0,"more"
"6021",7713,"Cat People (1942)",15,4,"more"
"6022",7714,"Camelot (1967)",0,0,"more"
"6023",7720,"Four Musketeers, The (1974)",0,0,"more"
"6024",7728,"Postman Always Rings Twice, The (1946)",0,0,"more"
"6025",7738,"That's The Way I Like It (a.k.a. Forever Fever) (1998)",214,63,"more"
"6026",7743,"Explorers (1985)",66,22,"more"
"6027",7748,"Pierrot le fou (1965)",13,5,"more"
"6028",7753,"Tuesdays with Morrie (1999)",0,0,"one"
"6029",7757,"Jason and the Argonauts (1963)",21.5,6,"more"
"6030",7759,"Nostalghia (1983)",1,1,"one"
"6031",7762,"Tinker, Tailor, Soldier, Spy (1979)",1,1,"more"
"6032",7764,"Driller Killer, The (1979)",103.5,26,"more"
"6033",7766,"Throne of Blood (Kumonosu jô) (1957)",3.5,1,"more"
"6034",7767,"Best of Youth, The (La meglio gioventù) (2003)",1,1,"one"
"6035",7771,"Zorba the Greek (Alexis Zorbas) (1964)",0,0,"more"
"6036",7773,"Bang, Bang, You're Dead (2002)",5,1,"one"
"6037",7774,"My Side of the Mountain (1969)",4,1,"more"
"6038",7782,"Sniper (1993)",4,1,"more"
"6039",7786,"Genghis Blues (1999)",4,1,"one"
"6040",7787,"To Hell and Back (1955)",4,1,"more"
"6041",7789,"11'09""01 - September 11 (2002)",4,1,"one"
"6042",7790,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)",0,0,"more"
"6043",7791,"Internal Affairs (1990)",1,1,"more"
"6044",7792,"Parallax View, The (1974)",11,4,"one"
"6045",7802,"Warriors, The (1979)",9.5,2,"more"
"6046",7809,"Ambush (Rukajärven tie) (1999)",0,0,"more"
"6047",7810,"Babylon 5: A Call to Arms (1999)",0,0,"more"
"6048",7811,"Babylon 5: The River of Souls (1998)",3,2,"more"
"6049",7812,"Babylon 5: Thirdspace (1998)",1.5,1,"more"
"6050",7815,"True Stories (1986)",4,1,"more"
"6051",7817,"Zardoz (1974)",5,1,"more"
"6052",7818,"School For Scoundrels (1960)",0,0,"one"
"6053",7820,"Virgin Spring, The (Jungfrukällan) (1960)",3,2,"more"
"6054",7822,"Mogambo (1953)",15,6,"more"
"6055",7826,"Secret Life of Walter Mitty, The (1947)",2.5,2,"more"
"6056",7827,"Cypher (2002)",0,0,"more"
"6057",7831,"Another Thin Man (1939)",17.5,5,"more"
"6058",7832,"Thin Man Goes Home, The (1945)",0,0,"more"
"6059",7833,"Shadow of the Thin Man (1941)",0,0,"more"
"6060",7834,"After the Thin Man (1936)",0,0,"more"
"6061",7835,"Song of the Thin Man (1947)",62.5,22,"more"
"6062",7836,"Woodstock (1970)",9.5,4,"more"
"6063",7840,"Gunga Din (1939)",2,1,"more"
"6064",7841,"Children of Dune (2003)",0,0,"more"
"6065",7842,"Dune (2000)",4,1,"more"
"6066",7843,"Lammbock (2001)",0,0,"one"
"6067",7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",0,0,"more"
"6068",7845,"Tremors II: Aftershocks (1996)",0,0,"more"
"6069",7846,"Tremors 3: Back to Perfection (2001)",0,0,"more"
"6070",7872,"Getting It Right (1989)",0,0,"more"
"6071",7878,"Straight to Hell (1987)",5,1,"more"
"6072",7881,"White Zombie (1932)",12.5,4,"one"
"6073",7882,"The Plague of the Zombies (1966)",96.5,30,"one"
"6074",7883,"I Walked with a Zombie (1943)",13.5,4,"more"
"6075",7888,"How to Succeed in Business Without Really Trying (1967)",0,0,"more"
"6076",7889,"Pat Garrett and Billy the Kid (1973)",27,7,"one"
"6077",7892,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)",0,0,"one"
"6078",7894,"Duck, You Sucker (1971)",4,1,"more"
"6079",7895,"Bring Me the Head of Alfredo Garcia (1974)",0,0,"more"
"6080",7897,"Ballad of Cable Hogue, The (1970)",0,0,"more"
"6081",7899,"Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)",0,0,"one"
"6082",7914,"Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927)",6.5,2,"one"
"6083",7915,"Samurai Fiction (SF: Episode One) (1998)",4,1,"more"
"6084",7916,"Gidget (1959)",2,1,"one"
"6085",7919,"Drunken Angel (Yoidore tenshi) (1948)",0.5,1,"more"
"6086",7920,"Desperate Living (1977)",5.5,3,"more"
"6087",7921,"Devil's Rain, The (1975)",0,0,"one"
"6088",7922,"Valachi Papers,The (1972)",0,0,"more"
"6089",7924,"Stray Dog (Nora inu) (1949)",9.5,3,"more"
"6090",7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",32.5,11,"more"
"6091",7926,"High and Low (Tengoku to jigoku) (1963)",0,0,"more"
"6092",7932,"Dark Days (2000)",3,1,"one"
"6093",7934,"Zelig (1983)",0,0,"one"
"6094",7935,"Face to Face (Ansikte mot ansikte) (1976)",0,0,"more"
"6095",7936,"Shame (Skammen) (1968)",8,2,"more"
"6096",7938,"Winter Light (Nattvardsgästerna) (1963)",0,0,"one"
"6097",7939,"Through a Glass Darkly (Såsom i en spegel) (1961)",0,0,"one"
"6098",7941,"Smiles of a Summer Night (Sommarnattens leende) (1955)",63.5,16,"more"
"6099",7942,"Summer with Monika (Sommaren med Monika) (1953)",30,8,"more"
"6100",7943,"Killers, The (1946)",32,10,"more"
"6101",7944,"Night of the Iguana, The (1964)",29.5,10,"more"
"6102",7946,"Reflections in a Golden Eye (1967)",0,0,"one"
"6103",7947,"Under the Volcano (1984)",21.5,8,"one"
"6104",7948,"Wise Blood (1979)",12,3,"more"
"6105",7951,"Nightbreed (1990)",10,3,"more"
"6106",7958,"Bloody Mama (1970)",171.5,51,"more"
"6107",7959,"Trip, The (1967)",12,3,"one"
"6108",7976,"Ken Park (2002)",5,1,"one"
"6109",7979,"Monterey Pop (1968)",3.5,1,"more"
"6110",7980,"Bridge Too Far, A (1977)",28.5,10,"more"
"6111",7981,"Infernal Affairs (Mou gaan dou) (2002)",9,3,"more"
"6112",7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",3.5,1,"more"
"6113",7983,"Broadway Danny Rose (1984)",0,0,"one"
"6114",7984,"From Beyond (1986)",3,1,"more"
"6115",7987,"Dolls (1987)",58.5,19,"one"
"6116",7990,"Rock 'N' Roll High School (1979)",22.5,8,"more"
"6117",7991,"Death Race 2000 (1975)",0,0,"more"
"6118",7995,"Wild Angels, The (1966)",0,0,"more"
"6119",8003,"Bedlam (1946)",27,8,"more"
"6120",8008,"Brigadoon (1954)",22.5,11,"more"
"6121",8009,"Marjorie Morningstar (1958)",0,0,"one"
"6122",8010,"Power of One, The (1992)",6,2,"one"
"6123",8011,"Weather Underground, The (2002)",18.5,6,"one"
"6124",8012,"Kikujiro (Kikujirô no natsu) (1999)",0,0,"more"
"6125",8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",0,0,"one"
"6126",8015,"Phantom Tollbooth, The (1970)",20,5,"more"
"6127",8016,"Getaway, The (1972)",0,0,"more"
"6128",8019,"Dark Water (Honogurai mizu no soko kara) (2002)",0,0,"more"
"6129",8033,"How to Steal a Million (1966)",0,0,"more"
"6130",8039,"Support Your Local Sheriff! (1969)",6.5,4,"more"
"6131",8042,"Mean Streets (1973)",4,1,"more"
"6132",8044,"I Am a Fugitive from a Chain Gang (1932)",8,2,"more"
"6133",8056,"Harper (1966)",0,0,"more"
"6134",8057,"Sweet Bird of Youth (1962)",0,0,"one"
"6135",8070,"Grill Point (Halbe Treppe) (2002)",0,0,"one"
"6136",8093,"Shiri (Swiri) (1999)",11.5,3,"more"
"6137",8094,"Bad Day at Black Rock (1955)",0,0,"more"
"6138",8117,"In China They Eat Dogs (I Kina spiser de hunde) (1999)",0,0,"more"
"6139",8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",0,0,"one"
"6140",8123,"Sammy and Rosie Get Laid (1987)",4,1,"more"
"6141",8125,"Sunrise: A Song of Two Humans (1927)",8.5,3,"more"
"6142",8126,"Shock Corridor (1963)",2,1,"one"
"6143",8128,"Au revoir les enfants (1987)",0,0,"one"
"6144",8129,"Sex: The Annabel Chong Story (1999)",11,3,"one"
"6145",8130,"Girl Next Door, The (1999)",0,0,"one"
"6146",8131,"Pursuit of Happiness (2001)",26.5,8,"more"
"6147",8132,"Gladiator (1992)",0,0,"more"
"6148",8133,"Inheritance, The (Arven) (2003)",17,4,"one"
"6149",8136,"Indestructible Man (1956)",2,1,"more"
"6150",8137,"Wasp Woman, The (1959)",3,1,"more"
"6151",8138,"Attack of the Giant Leeches (1959)",8,2,"more"
"6152",8142,"Dead or Alive: Hanzaisha (1999)",0,0,"more"
"6153",8143,"Lola Montès (1955)",11.5,3,"one"
"6154",8147,"Charly (1968)",0,0,"more"
"6155",8154,"Dolce Vita, La (1960)",3.5,1,"one"
"6156",8157,"Jin Roh: The Wolf Brigade (Jin-Rô) (1998)",472,134,"more"
"6157",8158,"Rush (1991)",0,0,"more"
"6158",8167,"Captain Blood (1935)",0,0,"more"
"6159",8169,"*batteries not included (1987)",1,1,"more"
"6160",8183,"Educating Rita (1983)",2,1,"more"
"6161",8187,"On Moonlight Bay (1951)",6.5,2,"more"
"6162",8188,"Sansho the Bailiff (Sanshô dayû) (1954)",0,0,"one"
"6163",8189,"Zazie dans le métro (1960)",0.5,1,"one"
"6164",8190,"Americanization of Emily, The (1964)",17.5,5,"more"
"6165",8191,"Anne of the Thousand Days (1969)",0,0,"one"
"6166",8194,"Baby Doll (1956)",6,2,"one"
"6167",8195,"Avventura, L' (Adventure, The) (1960)",7.5,3,"more"
"6168",8196,"Beyond the Valley of the Dolls (1970)",3.5,1,"more"
"6169",8197,"Hiroshima Mon Amour (1959)",0,0,"more"
"6170",8199,"Ugetsu (Ugetsu monogatari) (1953)",1,1,"more"
"6171",8207,"Day of the Jackal, The (1973)",20.5,6,"more"
"6172",8208,"Razor's Edge, The (1946)",7,2,"one"
"6173",8225,"Night of the Living Dead (1990)",1,1,"one"
"6174",8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",12.5,3,"one"
"6175",8235,"Safety Last! (1923)",0,0,"more"
"6176",8236,"While the City Sleeps (1956)",0,0,"more"
"6177",8239,"Viridiana (1961)",0,0,"more"
"6178",8240,"Totally F***ed Up (1993)",0,0,"one"
"6179",8253,"Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)",7,2,"more"
"6180",8254,"Arizona Dream (1993)",7,2,"more"
"6181",8256,"Queen Christina (1933)",0,0,"more"
"6182",8257,"Battleground (1949)",7.5,2,"more"
"6183",8261,"3 Women (Three Women) (1977)",0,0,"one"
"6184",8263,"Take Me Out to the Ball Game (1949)",189.5,52,"more"
"6185",8264,"Grey Gardens (1975)",254.5,82,"one"
"6186",8266,"Purple Rain (1984)",17,4,"more"
"6187",8267,"Signs of Life (Lebenszeichen) (1968)",20,5,"one"
"6188",8268,"Point of No Return (1993)",0,0,"more"
"6189",8273,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",18,5,"more"
"6190",8275,"College (1927)",4,1,"one"
"6191",8290,"Mitchell (1975)",4,1,"more"
"6192",8327,"Dolls (2002)",22.5,6,"more"
"6193",8331,"Man Who Came to Dinner, The (1942)",0,0,"one"
"6194",8332,"Sunday Bloody Sunday (1971)",16.5,5,"one"
"6195",8336,"Major and the Minor, The (1942)",86.5,26,"more"
"6196",8337,"Caine Mutiny, The (1954)",9.5,3,"more"
"6197",8338,"Black Narcissus (1947)",0,0,"one"
"6198",8340,"Escape from Alcatraz (1979)",24,6,"more"
"6199",8341,"Oliver Twist (1948)",0,0,"more"
"6200",8360,"Shrek 2 (2004)",0,0,"more"
"6201",8361,"Day After Tomorrow, The (2004)",0,0,"more"
"6202",8362,"Raising Helen (2004)",1,1,"more"
"6203",8363,"Soul Plane (2004)",0,0,"one"
"6204",8364,"Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)",0,0,"one"
"6205",8366,"Saved! (2004)",8.5,2,"more"
"6206",8367,"Time of the Wolf, The (Le temps du loup) (2003)",0,0,"one"
"6207",8368,"Harry Potter and the Prisoner of Azkaban (2004)",52.5,17,"more"
"6208",8369,"Mindhunters (2004)",31,9,"more"
"6209",8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",0,0,"more"
"6210",8371,"Chronicles of Riddick, The (2004)",0,0,"more"
"6211",8372,"Garfield: The Movie (2004)",7,2,"more"
"6212",8373,"Stepford Wives, The (2004)",0,0,"more"
"6213",8376,"Napoleon Dynamite (2004)",0,0,"one"
"6214",8385,"Lover Come Back (1961)",0,0,"more"
"6215",8387,"Police Academy: Mission to Moscow (1994)",0,0,"more"
"6216",8388,"Ring of Bright Water (1969)",0,0,"more"
"6217",8392,"Fool for Love (1985)",3,2,"one"
"6218",8403,"Helen of Troy (1956)",0,0,"more"
"6219",8404,"Hound of the Baskervilles, The (1939)",0,0,"more"
"6220",8410,"Suddenly (1954)",0.5,1,"more"
"6221",8420,"Possessed (1947)",15,4,"more"
"6222",8422,"Kings Row (1942)",20.5,6,"more"
"6223",8423,"Kid Brother, The (1927)",1.5,1,"more"
"6224",8447,"This Island Earth (1955)",15,5,"one"
"6225",8451,"Blackboard Jungle (1955)",388,100,"one"
"6226",8453,"It Had to Be You (2000)",25.5,12,"more"
"6227",8459,"Heiress, The (1949)",16,6,"more"
"6228",8460,"State Fair (1945)",10.5,3,"more"
"6229",8462,"Executive Suite (1954)",4.5,1,"one"
"6230",8463,"Johnny Belinda (1948)",0,0,"one"
"6231",8464,"Super Size Me (2004)",0,0,"more"
"6232",8465,"Johnny Eager (1942)",2,1,"more"
"6233",8477,"Jetée, La (1962)",0,0,"more"
"6234",8482,"Picture of Dorian Gray, The (1945)",5,1,"more"
"6235",8484,"Human Condition I, The (Ningen no joken I) (1959)",3,1,"more"
"6236",8485,"Samsara (2001)",0,0,"more"
"6237",8487,"Please Don't Eat the Daisies (1960)",0,0,"more"
"6238",8491,"White Heat (1949)",0,0,"more"
"6239",8492,"Christmas Carol, A (Scrooge) (1951)",0,0,"more"
"6240",8493,"Memphis Belle (1990)",5.5,2,"more"
"6241",8494,"Cincinnati Kid, The (1965)",7,2,"one"
"6242",8499,"Pretty Baby (1978)",0,0,"one"
"6243",8502,"Show Boat (1951)",0,0,"more"
"6244",8504,"Box of Moon Light (1996)",0,0,"more"
"6245",8507,"Freaks (1932)",8.5,3,"more"
"6246",8511,"Immigrant, The (1917)",0,0,"one"
"6247",8522,"My Little Chickadee (1940)",4.5,1,"more"
"6248",8524,"High and the Mighty, The (1954)",0,0,"one"
"6249",8525,"Ugly Dachshund, The (1966)",0,0,"more"
"6250",8526,"Around the World in 80 Days (2004)",2,1,"more"
"6251",8527,"I'll Sleep When I'm Dead (2003)",81.5,21,"more"
"6252",8528,"Dodgeball: A True Underdog Story (2004)",424,115,"one"
"6253",8529,"Terminal, The (2004)",42.5,10,"more"
"6254",8530,"Dear Frankie (2004)",9.5,3,"more"
"6255",8531,"White Chicks (2004)",2.5,1,"more"
"6256",8533,"Notebook, The (2004)",52,19,"more"
"6257",8534,"Two Brothers (Deux frères) (2004)",2.5,1,"more"
"6258",8535,"De-Lovely (2004)",0,0,"more"
"6259",8537,"Kaena: The Prophecy (Kaena: La prophétie) (2003)",11,6,"more"
"6260",8542,"Day at the Races, A (1937)",0,0,"more"
"6261",8544,"Now You See Him, Now You Don't (1972)",0,0,"more"
"6262",8571,"Bob & Carol & Ted & Alice (1969)",0,0,"more"
"6263",8572,"Littlest Rebel, The (1935)",0,0,"more"
"6264",8574,"Claymation Christmas Celebration, A (1987)",0,0,"more"
"6265",8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",2,2,"more"
"6266",8576,"Kopps (2003)",150.5,49,"more"
"6267",8577,"Comandante (2003)",15.5,4,"one"
"6268",8580,"Into the Woods (1991)",0,0,"more"
"6269",8581,"Pirates of Silicon Valley (1999)",5,3,"more"
"6270",8582,"Manufacturing Consent: Noam Chomsky and the Media (1992)",45.5,16,"more"
"6271",8583,"Clock, The (1945)",129,38,"more"
"6272",8584,"Leave Her to Heaven (1945)",0,0,"more"
"6273",8589,"Winter War (Talvisota) (1989)",1,1,"more"
"6274",8591,"Philadelphia Experiment, The (1984)",0,0,"more"
"6275",8596,"Revenge of the Pink Panther (1978)",0,0,"more"
"6276",8600,"Angels with Dirty Faces (1938)",0,0,"more"
"6277",8604,"Taxi (1998)",17,5,"more"
"6278",8607,"Tokyo Godfathers (2003)",3,1,"more"
"6279",8609,"Our Hospitality (1923)",0,0,"one"
"6280",8610,"All of Me (1984)",5,1,"more"
"6281",8611,"Farmer's Daughter, The (1947)",0,0,"one"
"6282",8612,"Lassie Come Home (1943)",13.5,3,"more"
"6283",8614,"Overboard (1987)",0,0,"more"
"6284",8616,"By the Light of the Silvery Moon (1953)",13,4,"more"
"6285",8617,"Butterfield 8 (1960)",12.5,5,"one"
"6286",8618,"Johnny Guitar (1954)",21.5,7,"more"
"6287",8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",15.5,5,"more"
"6288",8622,"Fahrenheit 9/11 (2004)",131,45,"one"
"6289",8623,"Roxanne (1987)",0,0,"more"
"6290",8625,"Same River Twice, The (2003)",18,5,"one"
"6291",8629,"Book of Life, The (1998)",0,0,"more"
"6292",8633,"Last Starfighter, The (1984)",0,0,"more"
"6293",8636,"Spider-Man 2 (2004)",0,0,"more"
"6294",8638,"Before Sunset (2004)",0,0,"more"
"6295",8640,"King Arthur (2004)",0,0,"more"
"6296",8641,"Anchorman: The Legend of Ron Burgundy (2004)",20.5,6,"one"
"6297",8642,"Sleepover (2004)",8.5,2,"one"
"6298",8643,"Cinderella Story, A (2004)",0,0,"more"
"6299",8644,"I, Robot (2004)",0,0,"more"
"6300",8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",0,0,"more"
"6301",8650,"Long Day's Journey Into Night (1962)",0,0,"one"
"6302",8654,"Prince Valiant (1954)",0,0,"one"
"6303",8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",0,0,"more"
"6304",8657,"Tin Star, The (1957)",0,0,"one"
"6305",8661,"How the West Was Won (1962)",9.5,2,"more"
"6306",8665,"Bourne Supremacy, The (2004)",0,0,"more"
"6307",8666,"Catwoman (2004)",47.5,12,"more"
"6308",8667,"A Home at the End of the World (2004)",3,1,"more"
"6309",8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",171,54,"more"
"6310",8672,"Battle Hymn (1957)",1,1,"one"
"6311",8675,"Enemy Below, The (1957)",14.5,8,"more"
"6312",8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",43,12,"more"
"6313",8689,"Shock to the System, A (1990)",13.5,4,"more"
"6314",8690,"Slaughterhouse-Five (1972)",57,23,"more"
"6315",8695,"Bachelor and the Bobby-Soxer, The (1947)",16.5,5,"one"
"6316",8699,"Dancing in September (2000)",0,0,"one"
"6317",8700,"Destination Tokyo (1943)",0,0,"more"
"6318",8709,"How I Got Into College (1989)",0,0,"more"
"6319",8711,"Mr. Blandings Builds His Dream House (1948)",0,0,"one"
"6320",8712,"My Favorite Wife (1940)",0,0,"more"
"6321",8713,"New Adventures of Pippi Longstocking, The (1988)",0,0,"more"
"6322",8718,"Snake Pit, The (1948)",7,2,"one"
"6323",8720,"Super, The (1991)",1,1,"one"
"6324",8722,"Two of a Kind (1983)",1,1,"more"
"6325",8724,"Leopard, The (Gattopardo, Il) (1963)",4.5,1,"more"
"6326",8725,"Goodbye, Columbus (1969)",0,0,"more"
"6327",8727,"Day of the Locust, The (1975)",0,0,"one"
"6328",8730,"To End All Wars (2001)",0.5,1,"more"
"6329",8743,"Biggles (1986)",16.5,4,"more"
"6330",8745,"World of Suzie Wong, The (1960)",9,5,"more"
"6331",8751,"Gun Crazy (a.k.a. Deadly Is the Female) (1949)",18,6,"more"
"6332",8752,"Set-Up, The (1949)",12,3,"more"
"6333",8753,"Unprecedented: The 2000 Presidential Election (2002)",0,0,"one"
"6334",8754,"Prime of Miss Jean Brodie, The (1969)",8,3,"one"
"6335",8761,"Three Lives of Thomasina, The (1964)",60.5,19,"more"
"6336",8763,"One and Only, Genuine, Original Family Band, The (1968)",0,0,"more"
"6337",8765,"This Gun for Hire (1942)",15,6,"more"
"6338",8766,"Black Angel (1946)",2.5,1,"more"
"6339",8767,"Big Clock, The (1948)",0,0,"more"
"6340",8768,"Criss Cross (1949)",0,0,"more"
"6341",8772,"Spy Who Came in from the Cold, The (1965)",4,1,"more"
"6342",8777,"Roadkill (a.k.a. Roadkill: Move or Die) (1989)",1,1,"one"
"6343",8779,"Bon Voyage (2003)",0,0,"more"
"6344",8781,"Manchurian Candidate, The (2004)",0,0,"one"
"6345",8783,"Village, The (2004)",3,1,"more"
"6346",8784,"Garden State (2004)",3,1,"more"
"6347",8785,"Early Summer (Bakushû) (1951)",37.5,10,"one"
"6348",8790,"Revengers Tragedy (2002)",32.5,11,"more"
"6349",8795,"Musa the Warrior (Musa) (2001)",0,0,"more"
"6350",8796,"Funny Thing Happened on the Way to the Forum, A (1966)",0,0,"more"
"6351",8797,"Salesman (1969)",10.5,3,"one"
"6352",8798,"Collateral (2004)",0,0,"more"
"6353",8799,"Little Black Book (2004)",0,0,"more"
"6354",8800,"Code 46 (2003)",0,0,"more"
"6355",8807,"Harold and Kumar Go to White Castle (2004)",7,2,"more"
"6356",8808,"Princess Diaries 2: Royal Engagement, The (2004)",0,0,"more"
"6357",8810,"AVP: Alien vs. Predator (2004)",0,0,"more"
"6358",8811,"Yu-Gi-Oh! (2004)",0,0,"more"
"6359",8813,"We Don't Live Here Anymore (2004)",0,0,"one"
"6360",8814,"Without a Paddle (2004)",5,2,"one"
"6361",8819,"Double Trouble (1967)",0,0,"one"
"6362",8820,"Spinout (1966)",0,0,"more"
"6363",8821,"Harum Scarum (1965)",1,1,"more"
"6364",8823,"Sting II, The (1983)",0,0,"more"
"6365",8827,"Bill Cosby, Himself (1983)",2.5,1,"more"
"6366",8828,"Dead Ringer (1964)",0,0,"more"
"6367",8830,"Anacondas: The Hunt for the Blood Orchid (2004)",4.5,1,"more"
"6368",8831,"Suspect Zero (2004)",4,1,"more"
"6369",8832,"Warriors of Heaven and Earth (Tian di ying xiong) (2003)",2,1,"more"
"6370",8833,"Vanity Fair (2004)",0,0,"more"
"6371",8835,"Paparazzi (2004)",4,2,"more"
"6372",8836,"Wicker Park (2004)",0,0,"more"
"6373",8838,"Alice Doesn't Live Here Anymore (1974)",0,0,"more"
"6374",8839,"Mangler, The (1995)",0,0,"one"
"6375",8840,"Who's That Knocking at My Door? (1967)",9.5,3,"one"
"6376",8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",6,2,"one"
"6377",8850,"Flipper (1963)",6,2,"more"
"6378",8851,"Smile (1975)",0,0,"one"
"6379",8853,"Small Circle of Friends, A (1980)",16,6,"one"
"6380",8854,"Night of the Demons (1988)",2.5,1,"one"
"6381",8857,"Lilith (1964)",52.5,17,"one"
"6382",8859,"SuperBabies: Baby Geniuses 2 (2004)",1,1,"one"
"6383",8860,"Cellular (2004)",0,0,"more"
"6384",8861,"Resident Evil: Apocalypse (2004)",39.5,12,"more"
"6385",8864,"Mr. 3000 (2004)",0,0,"more"
"6386",8865,"Sky Captain and the World of Tomorrow (2004)",0,0,"more"
"6387",8866,"Wimbledon (2004)",0,0,"more"
"6388",8870,"Forgotten, The (2004)",5,2,"more"
"6389",8871,"Last Shot, The (2004)",2,1,"one"
"6390",8872,"Dirty Shame, A (2004)",0,0,"one"
"6391",8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",0,0,"more"
"6392",8874,"Shaun of the Dead (2004)",1,1,"more"
"6393",8879,"Murder on the Orient Express (1974)",0,0,"more"
"6394",8880,"Mask (1985)",0,0,"one"
"6395",8882,"Boston Strangler, The (1968)",2.5,1,"more"
"6396",8884,"Man with One Red Shoe, The (1985)",0,0,"more"
"6397",8892,"Basket Case 3: The Progeny (1992)",0,0,"more"
"6398",8893,"Basket Case 2 (1990)",0,0,"more"
"6399",8899,"Hardcore (1979)",0,0,"one"
"6400",8903,"Terror, The (1963)",0,0,"more"
"6401",8906,"Cannibal Holocaust (1980)",0,0,"one"
"6402",8907,"Shark Tale (2004)",0,0,"more"
"6403",8908,"Ladder 49 (2004)",0,0,"more"
"6404",8910,"I Heart Huckabees (2004)",5,2,"one"
"6405",8911,"Raise Your Voice (2004)",0,0,"one"
"6406",8914,"Primer (2004)",3.5,1,"more"
"6407",8915,"Stage Beauty (2004)",2.5,1,"one"
"6408",8916,"Shall We Dance? (2004)",3,1,"more"
"6409",8917,"Team America: World Police (2004)",15.5,4,"more"
"6410",8918,"Eulogy (2004)",12.5,3,"more"
"6411",8920,"Country Girl, The (1954)",4,1,"one"
"6412",8921,"Rose Tattoo, The (1955)",4,1,"more"
"6413",8923,"Tess (1979)",0,0,"more"
"6414",8927,"Cannonball (1976)",9,2,"more"
"6415",8928,"Fearless Vampire Killers, The (1967)",24.5,6,"more"
"6416",8929,"Black Beauty (1971)",7,3,"more"
"6417",8930,"Five Obstructions, The (Fem benspænd, De) (2003)",0,0,"one"
"6418",8931,"Born Rich (2003)",10,3,"one"
"6419",8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",4,1,"more"
"6420",8935,"All I Want for Christmas (1991)",6.5,2,"more"
"6421",8937,"Friday Night Lights (2004)",0,0,"more"
"6422",8938,"Tarnation (2003)",1.5,1,"one"
"6423",8943,"Being Julia (2004)",0,0,"more"
"6424",8946,"Surviving Christmas (2004)",51,15,"one"
"6425",8947,"Grudge, The (2004)",260.5,63,"more"
"6426",8948,"Alfie (2004)",3.5,1,"more"
